"Gender" "Category" "Swim" "Bike" "Run" "Overall"
"387" "M" "35-39" 1.133333328 5.197222224 3.623611104 10.079722224
"388" "M" "30-34" 1.215833328 5.199166656 3.533611104 10.080277776
"389" "M" "35-39" 1.132222224 5.188055544 3.575833344 10.080833328
"390" "F" "PRO" 1.10555556 5.498055552 3.39138888 10.080833328
"391" "M" "25-29" 0.977222232 5.052222216 3.915833328 10.081666656
"392" "M" "35-39" 1.193611104 5.348333328 3.412777776 10.086666672
"393" "M" "18-24" 1.128888888 5.071666656 3.771666672 10.089166656
"394" "M" "35-39" 1.269166656 5.194722216 3.470277768 10.090277784
"395" "M" "18-24" 1.041944448 5.11194444 3.846388896 10.091666664
"396" "M" "55-59" 1.190277768 5.32805556 3.432777768 10.096666656
"397" "M" "25-29" 1.208333328 5.401666656 3.375 10.09805556
"398" "M" "40-44" 1.224444456 4.769444448 3.957222216 10.104722232
"399" "M" "35-39" 0.969444456 5.470833336 3.559166664 10.106111112
"400" "M" "35-39" 1.024722216 5.39861112 3.55638888 10.110277776
"401" "M" "40-44" 1.120833336 5.09555556 3.788333328 10.11444444
"402" "M" "25-29" 0.964166664 5.369722224 3.663333336 10.116388896
"403" "F" "PRO" 1.103333328 5.263888896 3.673055544 10.118333328
"404" "M" "35-39" 1.17 5.379722232 3.469999992 10.120277784
"405" "M" "35-39" 1.094722224 5.315555544 3.59111112 10.123333344
"406" "F" "25-29" 1.075277784 5.61444444 3.339166656 10.12361112
"407" "M" "35-39" 1.183055544 5.212222224 3.603611112 10.124166672
"408" "M" "30-34" 1.013333328 5.556944448 3.42 10.12638888
"409" "M" "35-39" 1.182777768 5.266111104 3.555833328 10.127222232
"410" "M" "25-29" 1.141111104 5.238611112 3.664166664 10.129166664
"411" "M" "35-39" 1.134444456 5.278333344 3.55638888 10.131388896
"412" "M" "40-44" 0.913333344 5.328333336 3.769999992 10.134722232
"413" "M" "30-34" 0.979999992 5.438055552 3.573611112 10.13555556
"414" "M" "18-24" 0.981944448 5.404999992 3.646111104 10.136666664
"415" "M" "40-44" 1.105000008 5.348611104 3.573333336 10.13861112
"416" "M" "35-39" 1.0575 5.355277776 3.610277784 10.140277776
"417" "M" "45-49" 1.251944448 5.295277776 3.463055544 10.141666656
"418" "M" "40-44" 1.063333344 5.317777776 3.638333328 10.143333336
"419" "M" "35-39" 1.179444456 5.43 3.426944448 10.148055552
"420" "M" "30-34" 1.072777776 5.470000008 3.509166672 10.14888888
"421" "M" "40-44" 1.286666664 5.262499992 3.497777784 10.151111112
"422" "M" "45-49" 1.014166656 5.344722216 3.686388888 10.152777768
"423" "M" "30-34" 1.012777776 5.295833328 3.664166664 10.154166672
"424" "M" "45-49" 1.325277768 5.537500008 3.129444456 10.155
"425" "M" "30-34" 1.14444444 5.239166664 3.59694444 10.155833328
"426" "M" "40-44" 1.146666672 5.08361112 3.787222224 10.156944456
"427" "M" "35-39" 1.08 5.044166664 3.617500008 10.157500008
"428" "M" "40-44" 0.910000008 5.45555556 3.657499992 10.157500008
"429" "M" "45-49" 1.14444444 5.46611112 3.451666656 10.158333336
"430" "M" "40-44" 1.096666656 5.14638888 3.806666664 10.159166664
"431" "M" "35-39" 1.186111104 5.442222216 3.346111104 10.161944448
"432" "M" "25-29" 0.86861112 5.33555556 3.823888896 10.163333328
"433" "M" "35-39" 1.075277784 5.14194444 3.841944456 10.166388888
"434" "F" "35-39" 1.072777776 5.512222224 3.498333336 10.16861112
"435" "M" "40-44" 0.94055556 5.353333344 3.774166656 10.171111104
"436" "M" "40-44" 1.145277768 5.462777784 3.45138888 10.172500008
"437" "M" "45-49" 1.352500008 5.316944448 3.321666672 10.173333336
"438" "M" "18-24" 1.060277784 5.223611112 3.767500008 10.17888888
"439" "M" "18-24" 1.055833344 5.270833344 3.702777768 10.179444456
"440" "M" "30-34" 1.053333336 5.340555552 3.653333328 10.18055556
"441" "M" "50-54" 1.148055552 5.296666656 3.624444456 10.181111112
"442" "M" "35-39" 1.025833344 5.310277776 3.732777768 10.183333344
"443" "M" "45-49" 0.978611112 5.0775 4.016666664 10.184722224
"444" "M" "45-49" 1.128888888 5.582222232 3.342222216 10.185555552
"445" "M" "35-39" 1.143333336 5.371944456 3.521388888 10.18805556
"446" "M" "40-44" 1.060833336 5.273611104 3.760000008 10.189166664
"447" "M" "50-54" 1.418333328 5.205277776 3.434166672 10.18944444
"448" "M" "45-49" 0.977777784 5.553333336 3.54444444 10.189722216
"449" "M" "45-49" 1.164444456 5.257222224 3.617777784 10.190833344
"450" "M" "40-44" 1.204722216 5.311944456 3.5475 10.191944448
"451" "M" "45-49" 0.971111112 5.308055544 3.791666664 10.192777776
"452" "M" "35-39" 1.167222216 5.206111104 3.681944448 10.193333328
"453" "M" "25-29" 0.969166656 5.3625 3.779444448 10.196666664
"454" "M" "35-39" 1.033888896 5.220833328 3.832222224 10.197222216
"455" "M" "18-24" 0.973055544 5.428888896 3.673888896 10.20305556
"456" "M" "35-39" 0.97638888 5.275833336 3.862777776 10.204999992
"457" "M" "35-39" 1.145277768 5.403888888 3.485277768 10.205277768
"458" "M" "45-49" 1.013055552 5.273333328 3.797500008 10.2075
"459" "M" "25-29" 1.066944456 5.377777776 3.63138888 10.208333328
"460" "M" "35-39" 0.928055544 5.358333336 3.820277784 10.209444456
"461" "M" "30-34" 0.978611112 5.222500008 3.88638888 10.214722224
"462" "M" "30-34" 1.1475 5.278333344 3.630555552 10.217777784
"463" "M" "40-44" 1.118611104 5.61611112 3.397777776 10.219722216
"464" "M" "35-39" 1.164722232 5.346666672 3.598888896 10.223055552
"465" "M" "45-49" 1.118055552 5.61444444 3.344444448 10.224166656
"466" "M" "25-29" 1.12805556 5.162500008 3.82944444 10.225277784
"467" "M" "45-49" 1.144722216 5.29638888 3.67194444 10.22555556
"468" "M" "45-49" 1.081666656 5.262777768 3.775000008 10.225833336
"469" "M" "35-39" 1.060000008 5.441666664 3.567499992 10.22694444
"470" "F" "40-44" 1.124444448 5.521111104 3.475000008 10.228333344
"471" "M" "40-44" 1.185277776 5.300555544 3.556944456 10.231111104
"472" "M" "45-49" 1.141666656 5.075833344 3.881111112 10.23305556
"473" "M" "50-54" 1.144722216 5.229722232 3.754722216 10.234722216
"474" "M" "25-29" 1.019444448 5.428055544 3.613055544 10.235833344
"475" "M" "45-49" 1.053611112 5.428888896 3.6525 10.2375
"476" "M" "18-24" 1.127222232 5.351388888 3.682222224 10.244166672
"477" "F" "PRO" 1.047777768 5.818333344 3.300277776 10.244166672
"478" "M" "45-49" 1.190277768 5.47638888 3.47388888 10.245277776
"479" "M" "35-39" 0.992222232 5.149999992 3.960277776 10.245833328
"480" "M" "40-44" 1.05305556 5.499722232 3.545555544 10.247222232
"481" "M" "25-29" 0.944444448 5.1825 4.025833344 10.249166664
"482" "M" "45-49" 1.231666656 5.615555544 3.248055552 10.250277768
"483" "M" "45-49" 1.134444456 5.254166664 3.737222232 10.250833344
"484" "M" "40-44" 1.250555544 5.499444456 3.380833344 10.25111112
"485" "M" "40-44" 1.050277776 5.139444456 3.942499992 10.251944448
"486" "M" "50-54" 1.071666672 5.294722224 3.751666656 10.255833336
"487" "M" "40-44" 1.350555552 5.395000008 3.404444448 10.25694444
"488" "M" "35-39" 1.082777784 5.50805556 3.460277784 10.258055544
"489" "M" "40-44" 1.12361112 5.164166664 3.866388888 10.259166672
"490" "M" "50-54" 1.23138888 5.299999992 3.619166664 10.260277776
"491" "M" "35-39" 1.184166672 5.101944456 3.86694444 10.263888888
"492" "M" "18-24" 1.028611104 5.064166656 4.0425 10.265277768
"493" "M" "30-34" 1.359722232 5.39555556 3.370000008 10.265277768
"494" "M" "30-34" 1.032499992 5.61611112 3.523055544 10.268333328
"495" "M" "30-34" 1.182222216 5.42388888 3.533611104 10.26888888
"496" "M" "35-39" 1.178055552 4.994444448 3.935555544 10.271666664
"497" "M" "40-44" 1.19861112 5.245000008 3.703055544 10.273055544
"498" "F" "30-34" 1.056944448 5.658333336 3.453888888 10.273888896
"499" "M" "35-39" 1.142777784 5.23944444 3.768611112 10.274444448
"500" "F" "18-24" 1.054999992 5.683888896 3.465277776 10.275277776
"501" "M" "45-49" 1.203888888 5.48694444 3.4425 10.275555552
"502" "M" "40-44" 1.064166672 5.494999992 3.587222232 10.276111104
"503" "M" "45-49" 1.140555552 5.203333344 3.760000008 10.276944456
"504" "M" "30-34" 1.074166656 5.61611112 3.456666672 10.277777784
"505" "M" "35-39" 1.146388896 5.489444448 3.519166656 10.278611112
"506" "M" "18-24" 1.036944456 5.523333336 3.579166656 10.280277768
"507" "M" "45-49" 1.2225 5.435555544 3.484166664 10.280555544
"508" "M" "30-34" 1.014166656 5.155277784 4.010833344 10.281388896
"509" "F" "35-39" 1.097777784 5.532222216 3.552777768 10.281944448
"510" "M" "40-44" 0.9375 5.453611104 3.710833344 10.283055552
"511" "M" "30-34" 1.055555544 5.218055544 3.90611112 10.285277784
"512" "M" "40-44" 1.589444448 5.217777768 3.331111104 10.286111112
"513" "M" "25-29" 1.206666672 5.084444448 3.818611104 10.28861112
"514" "F" "40-44" 1.253055552 5.375833344 3.561388896 10.290833328
"515" "M" "45-49" 1.056388896 5.294722224 3.797777784 10.293611112
"516" "M" "40-44" 1.119444456 5.406666672 3.669444456 10.29444444
"517" "M" "50-54" 1.272499992 5.332777776 3.560555544 10.29611112
"518" "M" "40-44" 1.051666656 5.21694444 3.899444448 10.298055552
"519" "M" "40-44" 1.186666656 5.448611112 3.565277784 10.299166656
"520" "F" "30-34" 1.099999992 5.758888896 3.28194444 10.299722232
"521" "M" "40-44" 1.156666656 5.511944448 3.518055552 10.301666664
"522" "M" "35-39" 1.134166656 5.258611104 3.791388888 10.30361112
"523" "M" "35-39" 1.058333328 5.4375 3.695555544 10.306666656
"524" "M" "40-44" 1.16861112 5.37305556 3.608055552 10.310833344
"525" "M" "45-49" 1.24638888 5.50361112 3.408611112 10.312222224
"526" "M" "50-54" 1.166111112 5.293055544 3.725555544 10.313055552
"527" "M" "35-39" 1.034444448 5.473888896 3.663888888 10.314166656
"528" "M" "45-49" 1.13694444 5.506666656 3.55194444 10.315833336
"529" "M" "30-34" 1.062222216 5.584722216 3.566388888 10.31694444
"530" "F" "35-39" 1.12805556 5.45694444 3.64944444 10.320555552
"531" "M" "45-49" 1.119444456 5.38805556 3.701388888 10.321111104
"532" "M" "25-29" 1.10555556 5.435277768 3.677500008 10.321944456
"533" "F" "35-39" 1.204999992 5.65944444 3.34055556 10.322222232
"534" "M" "45-49" 1.055555544 5.350833336 3.78444444 10.323611112
"535" "M" "40-44" 1.262222232 5.002222224 3.84 10.325833344
"536" "M" "45-49" 1.18055556 5.646388896 3.395277768 10.328333328
"537" "M" "35-39" 1.096944456 5.620833336 3.44861112 10.329722232
"538" "M" "45-49" 1.139722224 5.444722224 3.627777768 10.332499992
"539" "M" "30-34" 0.970277784 5.207777784 4.018333344 10.336111104
"540" "M" "25-29" 0.965277768 5.56055556 3.696944448 10.337777784
"541" "M" "35-39" 1.07694444 5.34611112 3.80694444 10.33805556
"542" "M" "35-39" 1.22694444 5.475833328 3.518055552 10.340833344
"543" "M" "30-34" 0.942777768 5.695833336 3.587222232 10.34111112
"544" "M" "45-49" 1.120000008 5.355555552 3.748055544 10.344722232
"545" "M" "40-44" 1.059166656 5.59944444 3.55638888 10.345277784
"546" "F" "40-44" 1.16861112 5.551944456 3.525 10.347499992
"547" "M" "30-34" 1.13388888 5.580833328 3.477777768 10.347777768
"548" "M" "35-39" 0.970277784 5.204166672 4.024722216 10.34861112
"549" "M" "45-49" 0.968611104 5.562499992 3.709166664 10.353611112
"550" "M" "40-44" 1.091666664 5.440277784 3.693888888 10.354999992
"551" "M" "40-44" 1.144999992 5.218888896 3.863055552 10.355277768
"552" "M" "50-54" 1.005 5.393055552 3.839444448 10.355555544
"553" "M" "30-34" 1.043611104 5.306111112 3.870277776 10.356944448
"554" "M" "30-34" 1.026388896 5.51861112 3.632222232 10.359166656
"555" "M" "50-54" 1.214444448 5.449166664 3.570555552 10.360000008
"556" "M" "45-49" 1.182777768 5.443055544 3.629722224 10.36638888
"557" "F" "30-34" 1.081111104 5.645555544 3.54 10.36805556
"558" "M" "50-54" 1.278888888 5.385277776 3.589166664 10.368888888
"559" "F" "40-44" 1.178055552 5.517777768 3.567777768 10.369722216
"560" "F" "18-24" 1.273333344 5.550833328 3.447499992 10.370833344
"561" "M" "45-49" 1.02888888 5.456111112 3.77555556 10.374444456
"562" "M" "40-44" 1.174166664 5.175555552 3.83861112 10.375277784
"563" "M" "25-29" 1.134722232 5.190277776 3.899166672 10.37694444
"564" "F" "25-29" 0.973333344 5.565555552 3.711388896 10.377222216
"565" "M" "25-29" 0.912777768 5.430555552 3.878333328 10.380833328
"566" "M" "40-44" 1.127222232 5.291388888 3.811111104 10.38305556
"567" "M" "45-49" 1.280833344 5.32055556 3.645 10.383333336
"568" "M" "45-49" 1.2225 5.48555556 3.4425 10.38444444
"569" "M" "45-49" 1.271388888 5.39111112 3.584722224 10.385833344
"570" "M" "30-34" 1.16861112 5.351111112 3.734444448 10.3875
"571" "M" "40-44" 1.106666664 5.565277776 3.585555552 10.391388888
"572" "M" "25-29" 1.065 5.219722224 3.958333344 10.392499992
"573" "M" "35-39" 1.184722224 5.332222224 3.774444456 10.392499992
"574" "M" "35-39" 1.203611112 5.503055544 3.530277768 10.392777768
"575" "M" "45-49" 1.475833344 5.338055544 3.469999992 10.394722224
"576" "M" "30-34" 1.08611112 4.786111104 4.432222224 10.396666656
"577" "M" "45-49" 1.017222216 5.48555556 3.681666672 10.398888888
"578" "F" "25-29" 1.053333336 5.598333336 3.64194444 10.400277768
"579" "M" "40-44" 1.284722232 5.309166672 3.70194444 10.401944448
"580" "M" "40-44" 1.464722232 4.976111112 3.832777776 10.404444456
"581" "F" "25-29" 1.052222232 5.598888888 3.652777776 10.405000008
"582" "M" "45-49" 1.221666672 5.510277768 3.551666664 10.405000008
"583" "M" "40-44" 1.131388896 5.41805556 3.72444444 10.40555556
"584" "M" "40-44" 1.183888896 5.630833344 3.487777776 10.406388888
"585" "M" "25-29" 1.007777784 5.323333344 3.9225 10.408055544
"586" "M" "25-29" 0.970000008 5.346666672 3.973888896 10.409722224
"587" "M" "35-39" 1.137777768 5.716666656 3.436111104 10.410833328
"588" "M" "40-44" 1.268055552 5.545833336 3.481666656 10.411666656
"589" "F" "40-44" 1.318888896 5.34 3.651666672 10.412500008
"590" "M" "40-44" 1.155555552 5.392222224 3.701388888 10.414166664
"591" "M" "40-44" 1.131388896 5.450277768 3.713333328 10.41444444
"592" "M" "45-49" 1.019722224 5.572777776 3.710555544 10.41444444
"593" "M" "40-44" 1.163055552 5.420833344 3.691666656 10.415555544
"594" "F" "30-34" 1.080833328 5.54388888 3.633611112 10.416944448
"595" "M" "35-39" 1.264166664 5.322777768 3.68111112 10.4175
"596" "M" "40-44" 1.160555544 5.533888896 3.62555556 10.418333328
"597" "M" "40-44" 1.120000008 5.461666656 3.701666664 10.421111112
"598" "M" "30-34" 1.166111112 5.776111104 3.359166672 10.422777768
"599" "M" "45-49" 1.173333336 5.643611112 3.4875 10.423055544
"600" "F" "25-29" 0.964999992 5.404999992 3.952222224 10.424444448
"601" "M" "30-34" 1.053888888 5.527222224 3.733888896 10.426666656
"602" "M" "35-39" 1.10861112 5.185277784 4.022777784 10.427222232
"603" "M" "45-49" 1.25388888 5.695000008 3.32555556 10.427500008
"604" "M" "30-34" 1.179166656 5.387222232 3.729166656 10.428333336
"605" "M" "35-39" 1.169722224 5.46888888 3.57611112 10.430277768
"606" "M" "18-24" 1.135833336 5.255833344 3.920555544 10.430833344
"607" "M" "30-34" 1.026944448 5.445833328 3.825277776 10.431666672
"608" "M" "40-44" 1.211111112 5.326111104 3.76055556 10.4325
"609" "M" "55-59" 1.067777784 5.27694444 3.972222216 10.434722232
"610" "M" "18-24" 1.061388888 5.292222216 3.970833336 10.436666664
"611" "M" "40-44" 1.219166664 5.494722216 3.52361112 10.438055544
"612" "M" "18-24" 1.504722216 5.456111112 3.355833336 10.439166672
"613" "M" "30-34" 1.09944444 5.462500008 3.724722216 10.442500008
"614" "M" "40-44" 1.059166656 5.106944448 4.091111112 10.443333336
"615" "M" "40-44" 1.191944448 5.446111104 3.654166656 10.443333336
"616" "M" "40-44" 1.236944448 5.444722224 3.644166672 10.444166664
"617" "M" "25-29" 1.13388888 5.427499992 3.688888896 10.444999992
"618" "M" "45-49" 1.16861112 5.146944456 4.030277784 10.44611112
"619" "M" "35-39" 1.205555544 5.578055544 3.531388896 10.446388896
"620" "M" "35-39" 1.147777776 5.302777776 3.811666656 10.446388896
"621" "M" "30-34" 1.163611104 5.140000008 4.017222216 10.4475
"622" "F" "25-29" 1.295277768 5.5275 3.539166672 10.44888888
"623" "F" "30-34" 1.240000008 5.626666656 3.48888888 10.450277784
"624" "M" "30-34" 1.053611112 5.3625 3.825 10.452499992
"625" "M" "50-54" 1.112777784 5.511666672 3.667222224 10.45361112
"626" "M" "30-34" 1.113611112 5.249166672 3.964722216 10.455
"627" "M" "40-44" 1.131666672 5.335833336 3.866111112 10.455833328
"628" "M" "50-54" 1.145555544 5.331944448 3.760833336 10.461666672
"629" "M" "35-39" 1.045000008 5.175277776 4.11305556 10.463055552
"630" "M" "35-39" 1.21944444 5.03388888 4.077777768 10.465277784
"631" "M" "30-34" 1.0125 5.546111112 3.76194444 10.467499992
"632" "M" "40-44" 1.09638888 5.388333336 3.871944456 10.46861112
"633" "M" "50-54" 1.391388888 5.150833344 3.802777776 10.468888896
"634" "M" "25-29" 0.97944444 5.017777776 4.36361112 10.469166672
"635" "M" "40-44" 1.082222232 5.300555544 3.938333328 10.47
"636" "M" "50-54" 1.049722224 5.641111104 3.645833328 10.473333336
"637" "M" "35-39" 1.103333328 5.067499992 4.139444448 10.476944448
"638" "M" "25-29" 1.185277776 5.667499992 3.524166672 10.477777776
"639" "F" "40-44" 1.17888888 5.650833336 3.5325 10.478333328
"640" "M" "35-39" 1.229166672 5.122777776 3.987777768 10.478611104
"641" "M" "45-49" 1.187500008 5.163333336 3.98555556 10.479166656
"642" "M" "35-39" 1.157222232 5.282777784 3.913333344 10.483333344
"643" "M" "50-54" 0.975833328 5.522777784 3.869166672 10.48361112
"644" "M" "18-24" 1.073611104 5.160277776 4.143333336 10.484722224
"645" "M" "30-34" 1.165000008 5.622499992 3.524444448 10.486944456
"646" "F" "30-34" 1.238055552 5.640277776 3.49055556 10.488333336
"647" "M" "50-54" 1.16861112 5.65055556 3.540833328 10.489999992
"648" "M" "35-39" 1.07861112 5.11638888 4.159999992 10.491388896
"649" "M" "40-44" 1.124722224 5.029166664 4.19111112 10.491666672
"650" "M" "30-34" 0.968333328 5.484444456 3.91194444 10.498888896
"651" "M" "35-39" 1.672222224 5.157499992 3.539444448 10.502500008
"652" "M" "35-39" 1.079166672 5.23194444 4.054722216 10.505555544
"653" "M" "35-39" 1.042777776 5.18861112 4.142222232 10.506666672
"654" "M" "40-44" 1.307222232 5.666111112 3.385833336 10.507222224
"655" "M" "40-44" 1.320555552 5.32944444 3.744444456 10.50888888
"656" "M" "25-29" 1.083888888 5.488888896 3.761388888 10.509166656
"657" "M" "40-44" 0.97805556 5.12388888 4.295277768 10.512499992
"658" "M" "35-39" 1.193333328 5.356111104 3.835277784 10.515277776
"659" "M" "40-44" 1.166666664 5.57555556 3.633888888 10.516944456
"660" "M" "35-39" 1.4625 5.356111104 3.487777776 10.519166664
"661" "F" "40-44" 0.942222216 5.639722224 3.82944444 10.519166664
"662" "F" "25-29" 1.13111112 5.417777784 3.861666672 10.520277768
"663" "F" "35-39" 1.120000008 5.41055556 3.875833344 10.520555544
"664" "F" "30-34" 1.186111104 5.675555544 3.534166656 10.520833344
"665" "M" "35-39" 0.990833328 5.3925 3.986666664 10.527777768
"666" "M" "45-49" 1.10388888 5.400555552 3.897499992 10.529722224
"667" "M" "45-49" 1.18194444 5.445 3.795555552 10.530833328
"668" "M" "40-44" 1.028333328 5.354722224 4.005833328 10.53305556
"669" "M" "25-29" 1.083333336 5.650000008 3.68694444 10.533611112
"670" "M" "50-54" 1.41305556 5.115277776 3.866111112 10.533611112
"671" "M" "55-59" 1.194444456 5.38944444 3.7725 10.535833344
"672" "F" "30-34" 1.058055552 5.657777784 3.703888896 10.536666672
"673" "M" "50-54" 1.148611104 5.470000008 3.797222232 10.538055552
"674" "M" "50-54" 1.065277776 5.411388888 3.875833344 10.542222216
"675" "M" "30-34" 1.325277768 5.426111112 3.612222216 10.547777784
"676" "M" "30-34" 1.305 5.22305556 3.85361112 10.55111112
"677" "M" "30-34" 1.138055544 6.030555552 3.262777776 10.551944448
"678" "M" "35-39" 1.15361112 5.551111104 3.722222232 10.555277784
"679" "M" "40-44" 1.051666656 5.453333328 3.927499992 10.555277784
"680" "M" "40-44" 1.125 5.670555552 3.559722216 10.555833336
"681" "M" "40-44" 1.217777784 5.597777784 3.563333328 10.556111112
"682" "M" "30-34" 1.203333336 5.349444456 3.915 10.558333344
"683" "M" "55-59" 1.217777784 5.636111112 3.581666664 10.559722224
"684" "M" "40-44" 1.135000008 5.613888888 3.713055552 10.563333336
"685" "M" "35-39" 1.096944456 5.126111112 4.198888896 10.56444444
"686" "M" "45-49" 1.14305556 5.791666656 3.506111112 10.565277768
"687" "M" "30-34" 1.170833328 5.26805556 3.957499992 10.56888888
"688" "M" "45-49" 1.266666672 5.446944456 3.728055552 10.571666664
"689" "F" "35-39" 1.188611112 5.770000008 3.513611112 10.577500008
"690" "M" "55-59" 1.308611112 5.514722232 3.617500008 10.577777784
"691" "M" "45-49" 1.238333328 5.6325 3.5775 10.580555544
"692" "M" "35-39" 1.208055552 5.416944456 3.821388888 10.580833344
"693" "F" "30-34" 1.14138888 5.820277776 3.509722224 10.581944448
"694" "M" "40-44" 1.190833344 5.301944448 3.915833328 10.587499992
"695" "M" "50-54" 1.06805556 5.668333344 3.715000008 10.590277776
"696" "M" "40-44" 1.185 5.888333328 3.34055556 10.591666656
"697" "M" "35-39" 1.252222224 5.678611104 3.52194444 10.593333336
"698" "M" "40-44" 0.963611112 5.162500008 4.359722232 10.595555544
"699" "F" "18-24" 1.024722216 5.767777776 3.703055544 10.59611112
"700" "M" "35-39" 1.083333336 5.31 4.066666656 10.599166656
"701" "M" "45-49" 1.073333328 5.708611104 3.707777784 10.599444456
"702" "F" "25-29" 1.063888896 5.747777784 3.640833336 10.60055556
"703" "M" "40-44" 1.145833344 5.206666656 4.05 10.60055556
"704" "M" "40-44" 1.143888888 5.108333328 4.186111104 10.601111112
"705" "M" "45-49" 1.064722224 5.462222232 3.908055552 10.601666664
"706" "M" "35-39" 1.008333336 5.46444444 3.9375 10.602222216
"707" "M" "45-49" 1.119166656 5.098888896 4.252777776 10.603055544
"708" "M" "35-39" 1.07694444 5.313333336 4.08444444 10.603333344
"709" "M" "35-39" 1.149166656 5.557777776 3.674444448 10.603888896
"710" "M" "35-39" 1.099722216 5.732500008 3.634166664 10.605277776
"711" "M" "25-29" 1.074722232 5.274722232 4.142222232 10.605555552
"712" "M" "45-49" 1.098611112 5.626944456 3.72 10.606944456
"713" "M" "45-49" 1.168333344 5.544166656 3.755555544 10.607777784
"714" "M" "40-44" 1.017777768 5.675833344 3.779722224 10.608888888
"715" "M" "30-34" 1.2075 6.04805556 3.236666664 10.609722216
"716" "F" "25-29" 1.041666672 5.646388896 3.801666672 10.610833344
"717" "M" "45-49" 1.033333344 5.521666656 3.94361112 10.613055552
"718" "M" "35-39" 1.278888888 5.445277776 3.754722216 10.614722232
"719" "M" "18-24" 1.029444456 5.659722216 3.79805556 10.61555556
"720" "F" "25-29" 1.14 5.772499992 3.597222216 10.616388888
"721" "M" "25-29" 1.165833336 5.500833336 3.81 10.617777768
"722" "M" "45-49" 1.332777768 5.444444448 3.70944444 10.620833328
"723" "M" "45-49" 1.167777768 5.369722224 3.926666664 10.62138888
"724" "M" "40-44" 1.1475 5.649722232 3.714722232 10.62611112
"725" "F" "45-49" 1.203611112 5.452777776 3.871666656 10.626666672
"726" "M" "55-59" 1.132222224 5.44944444 3.908611104 10.629444456
"727" "M" "40-44" 1.214444448 5.685833328 3.567222216 10.630833336
"728" "M" "40-44" 1.326388896 5.462500008 3.722222232 10.631666664
"729" "M" "40-44" 1.000000008 5.433611112 4.038611112 10.632222216
"730" "M" "40-44" 1.030000008 5.162500008 4.27805556 10.633055544
"731" "M" "50-54" 1.138333344 5.435833344 3.898055544 10.636666656
"732" "M" "40-44" 1.353333336 5.56805556 3.617777784 10.63805556
"733" "F" "45-49" 1.119444456 5.539999992 3.867777768 10.640555544
"734" "F" "35-39" 1.305277776 5.69694444 3.524722224 10.641666672
"735" "M" "50-54" 1.027777776 5.556388896 3.901111104 10.643055552
"736" "F" "45-49" 1.090000008 5.653333344 3.800277768 10.643611104
"737" "M" "25-29" 1.12944444 5.612222232 3.780555552 10.644166656
"738" "M" "25-29" 1.090277784 5.44055556 3.981388896 10.646666664
"739" "M" "40-44" 1.128333336 5.294444448 4.128333336 10.650555552
"740" "M" "50-54" 1.220277768 5.675277768 3.63138888 10.65444444
"741" "F" "18-24" 1.120833336 5.72555556 3.681666672 10.656944448
"742" "M" "45-49" 1.317777768 5.440277784 3.77555556 10.658055552
"743" "F" "40-44" 1.269444456 5.682777768 3.597777768 10.663333344
"744" "M" "45-49" 1.035277776 5.355277776 4.100555544 10.666944456
"745" "M" "18-24" 1.004722224 5.822222232 3.705 10.668888888
"746" "M" "35-39" 1.002777768 5.370277776 4.157500008 10.668888888
"747" "M" "45-49" 1.052222232 5.37 4.122499992 10.668888888
"748" "M" "30-34" 1.055833344 5.442499992 4.043611104 10.670277768
"749" "M" "40-44" 1.690000008 5.095277784 3.763888896 10.670555544
"750" "M" "40-44" 1.15638888 5.468611104 3.949722216 10.672777776
"751" "M" "40-44" 1.193333328 5.736388896 3.578611104 10.674444456
"752" "M" "40-44" 1.147222224 5.489722224 3.898333344 10.67555556
"753" "M" "40-44" 1.071388896 5.691388896 3.783611112 10.680277776
"754" "M" "35-39" 1.059722232 5.671666656 3.776388888 10.682500008
"755" "M" "45-49" 1.048055544 5.588333328 3.796944456 10.683611112
"756" "M" "50-54" 1.217777784 5.611111104 3.673055544 10.68888888
"757" "F" "30-34" 1.418055552 5.52888888 3.63888888 10.696111104
"758" "F" "35-39" 1.15805556 5.715555552 3.729166656 10.697777784
"759" "F" "30-34" 1.202777784 5.666666664 3.73805556 10.698888888
"760" "M" "45-49" 1.181666664 5.52138888 3.835277784 10.69944444
"761" "M" "45-49" 1.374444456 5.356111104 3.786666672 10.70111112
"762" "M" "40-44" 1.250277768 5.438055552 3.885277776 10.701666672
"763" "M" "40-44" 1.068611112 5.544722232 3.982222224 10.706388888
"764" "M" "40-44" 1.062222216 5.473888896 4.042777776 10.709722224
"765" "F" "35-39" 1.02305556 5.648611104 3.936944448 10.7175
"766" "M" "30-34" 1.011666672 5.400833328 4.141666656 10.720277784
"767" "M" "50-54" 1.020833328 5.62361112 3.932500008 10.722777768
"768" "F" "40-44" 1.23138888 5.849166672 3.545555544 10.725277776
"769" "M" "45-49" 1.313055552 5.666388888 3.621388896 10.72805556
"770" "M" "30-34" 1.23888888 5.9325 3.398333328 10.728888888
"771" "M" "55-59" 1.35305556 5.499722232 3.719722224 10.7325
"772" "M" "30-34" 1.24944444 5.511388896 3.84611112 10.733333328
"773" "M" "45-49" 1.262222232 5.556944448 3.792222216 10.740277776
"774" "M" "45-49" 1.232222232 5.566666656 3.781111104 10.743611112
"775" "M" "18-24" 0.895833336 5.405833344 4.313611104 10.745833344
"776" "F" "45-49" 1.078333344 5.435277768 4.130833344 10.746388896
