age spr agi dri bc sho hei wei apl
12 3.82 8.63 12.84 13.78 25 148 39 3
11 3.58 8.54 11.75 12.36 20 156 41 3
11 3.66 7.75 11.01 11.93 20 139 29 3
11 3.6 8.14 11.82 11.47 19 137 33 1
11 3.68 8.14 11.07 11.96 22 144 36 3
11 3.78 8.47 11.14 11.78 22 153 37 3
11 3.46 8.12 11.28 11.42 19 150 40 2
11 3.8 8.56 11.12 13.32 999 152 39 3
11 3.83 7.96 10.54 12.66 20 139 28 3
12 999 999 999 999 25 154 44 3
12 3.91 8.44 13.32 10.9 11 142 35 3
11 3.93 8.98 11.5 12 14 142 36 3
11 3.9 9.87 11.98 11.45 8 146 35 3
11 3.91 9.84 11.87 10.56 11 140 35 3
11 4.21 8.98 11.26 10.61 16 145 42 3
11 999 999 999 999 18 145 31 3
11 3.78 8.66 11.93 13.2 14 150 40 3
12 3.78 8.08 10.7 11.3 16 146 42 2
12 3.64 8.86 12.92 13.5 16 145 35 3
12 999 999 999 999 11 152 40 3
11 3.78 8.98 10.79 14.3 17 156 44 3
11 3.81 8.8 10.24 10.5 13 140 36 3
12 4.07 8.81 13.26 13.3 19 156 41 3
12 999 999 999 999 14 999 99 3
11 4.02 8.72 11.7 13.1 16 145 36 3
11 3.7 8.58 12.68 12.1 999 152 34 3
11 3.58 8.43 11.35 14.28 12 146 38 3
11 3.78 8.78 12.19 10.63 21 150 37.5 3
11 3.3 8.33 11.44 11.75 22 154 38.6 3
12 3.76 999 11.87 9.81 14 153 42 3
11 3.86 9.18 12.11 9.74 18 136 29 2
11 3.87 9.31 11.98 11.02 22 140 47 3
11 3.83 8.81 11.18 10.86 15 149 46 3
11 3.68 9.23 11.47 10.99 19 130 28 3
11 3.68 9.33 12 9.69 18 154 41 3
11 3.81 999 12.02 11.08 15 150 41 3
11 3.74 8.94 12.89 10.79 20 138 32 3
12 3.68 8.84 11.78 12.1 17 159 40 3
12 3.73 9.64 11.84 12 14 152 46 3
11 3.87 9.41 11.97 10.16 16 146 35 3
12 3.68 8.73 16.31 12.23 19 147 39 3
11 3.93 8.97 11.9 10.44 13 149 43 3
12 3.72 8.2 12.26 11.68 18 148 32.4 3
11 3.93 8.11 11.01 13.01 25 148 36 3
11 4 9.07 10.96 11.36 17 146 45 3
12 3.6 8.38 10.89 10.77 19 146 35 3
12 3.79 8.38 11.63 999 21 150 40 3
11 3.57 8.26 10.94 13.37 15 147 38 3
12 3.33 7.72 12.46 9.91 14 146 39 3
11 3.68 8.65 12.51 12.11 23 147 37 3
11 3.57 8.27 11.66 12.45 19 134 29 3
12 3.47 8.01 10.9 999 20 153 39 3
11 3.94 8.22 10.68 12.55 21 142 35 3
12 3.82 9 11.11 12.03 17 143 31 3
11 3.93 9.03 12 11.28 16 145 34.3 3
12 3.66 9.04 12.74 999 15 149 43.8 3
12 3.86 8.4 12.26 999 19 158 53.7 3
11 3.5 8.4 12.97 15.11 24 155 40.3 3
11 3.55 8.49 11.56 10.46 22 149 41.5 3
12 3.55 8.56 10.75 9.61 17 143 40 3
11 3.57 8.28 11.69 10.59 22 136 29.1 3
12 3.6 8.01 10.06 10.99 20 165 52.2 3
12 3.47 8.04 10.54 10.38 12 146 36 3
11 3.69 8.62 11.78 11.28 22 156 39.6 3
12 3.2 8.04 10.9 12.89 14 140 33 3
11 999 999 999 999 19 140 30 3
11 3.54 8.8 11.3 10.26 16 143 33 3
11 3.68 8.51 13.1 13.21 999 143 37 3
11 3.88 8.81 12.87 13.62 20 151 39 3
11 3.66 8.92 13.97 11.29 24 149 35 3
12 3.87 8.9 13 11.72 18 143 32 3
11 3.86 8.78 10.63 11.73 20 147 36 2
12 3.57 8.13 11.43 12.58 19 155 37.9 3
12 4 9.13 13.38 19.27 16 157 45.9 3
11 3.71 8.23 10.68 10.01 20 141 31 3
11 3.73 8.34 12.13 10.98 19 152 44.6 3
11 3.56 8.84 12.68 12.57 15 149 38.3 3
11 3.72 8.58 11.49 10.83 13 151 39.2 3
11 3.9 8.51 12.34 12.62 18 154 45.5 3
11 3.66 8.56 12.52 11.27 20 146 32.9 3
11 3.5 8.13 11.31 12.9 15 149 38.2 3
11 3.57 8.25 11.23 9.86 17 153 43.4 3
11 3.76 8.57 12.29 10.78 21 153 38 3
12 3.69 8.75 11.02 10.66 17 151 45 3
12 3.45 8.32 10.84 10.29 16 148 35 3
11 3.43 7.88 10.96 9.57 17 152 38 3
11 3.52 8.68 11.17 8.86 17 149 45 3
11 3.56 8.17 10.46 9.67 20 153 38 3
11 3.52 8.41 12.08 11.32 19 158 43 3
11 3.81 8.28 11.2 11.53 17 145 34 3
11 3.65 8.62 12.76 10.95 21 154 36 3
11 3.88 8.36 11.11 11.2 19 144 36 3
12 3.99 8.56 12.84 15.02 19 140 37 3
11 3.56 8.36 10.76 10.65 17 149 37 3
11 3.51 8.34 11.6 9.58 20 148 34 3
12 3.8 8.21 11.86 11.49 20 141 34 3
11 3.81 8.22 11.57 11.1 16 149 37 3
11 3.61 8.56 12.02 14.96 19 138 34 3
12 3.51 8.16 13.01 12.33 20 147 32 3
12 3.64 8.43 12.28 10.22 18 148 34 3
12 3.7 8.38 12.72 10.51 13 147 41 3
12 3.66 8.48 12.83 9.81 24 149 38 3
11 3.68 8.31 11.76 10.16 17 154 47 2
11 3.86 8.62 10.94 11.51 18 153 40 3
12 4.07 8.78 12.48 12.08 20 140 35 3
12 3.78 8.18 11.79 10.73 17 141 34 3
11 3.73 8.43 11.38 10.31 15 147 45 3
11 3.81 8.3 11.13 11.04 21 144 39 3
11 4.07 9.22 10.72 8.76 18 142 40 3
11 4.07 9.1 13.48 12.06 19 141 35 3
11 3.63 7.69 9.81 8.19 13 142 38 2
12 3.68 8.1 10.33 999 15 151 41 3
12 3.69 8.2 10.94 10.89 13 152 41 3
11 3.77 8.97 11.29 11.52 19 146 36 3
12 3.63 8.08 10.23 15.83 20 144 37.5 3
12 3.78 8.69 13.89 14.76 17 149 34 3
11 3.72 7.81 11.69 999 21 139 32 3
12 3.44 7.99 11.24 12.65 16 149 39 3
11 3.57 7.95 11.4 12.91 18 145 32 3
12 3.29 7.9 11.2 12.39 20 147 38 2
11 3.63 8.57 16.88 10.84 22 156 38 2
12 3.92 8.68 11.06 10.92 14 154 41.5 3
12 3.62 8.04 12.26 11.28 19 146 33.5 3
12 3.63 8.78 12.98 12.56 16 166 56 3
11 3.69 8.32 11.65 13.63 18 143 33 3
12 3.62 8.47 12.26 13.06 19 157 40 3
12 3.69 8.08 11.38 12.82 22 151 38 3
12 3.58 8.28 10.42 11.19 999 143 36 2
11 3.62 8.31 11.03 10.91 13 151 33 3
11 3.7 8.48 11.07 9.86 14 146 39 3
11 3.88 8.94 11.3 10.51 999 139 29.5 3
12 3.46 8.2 10.68 10.21 18 157 40 3
11 3.79 9.1 12.16 12.85 12 148 39 3
12 3.8 9.13 11.73 11.59 19 149 36.3 3
11 3.63 8.39 11.07 11.2 21 158 46 2
11 4.04 9.43 13.58 10.7 21 156 44 3
11 3.44 8.34 11.18 9.45 15 147 36 3
12 3.41 8.28 10.75 9.81 18 159 46 3
11 3.7 8.38 10.14 10.71 15 145 34 2
11 3.83 8.78 12.78 15 17 144 36 3
12 3.53 8.44 11.08 11.18 19 152 43 3
11 3.65 7.99 10.47 10.74 18 142 38 3
11 3.5 8.12 10.5 12.11 18 143 34 3
11 3.46 8.47 10.83 14.31 23 146 37 2
11 3.72 8.53 11.92 12.94 20 142 32 3
11 3.44 8.9 10.52 11.93 16 148 37 3
12 3.84 9.11 12.95 17.01 17 156 45 2
11 3.9 9.2 12.04 10.82 16 149 36 3
12 3.4 8.34 11.22 13 13 140 32 3
11 999 999 999 999 13 999 99 3
12 3.44 7.96 11.4 11 16 155 38 3
12 3.51 8.02 10.78 10.81 18 149 34.6 3
12 3.23 8.4 11.52 9.94 17 158 41.1 2
12 3.51 8.54 11.23 10.54 15 157 41.6 3
11 3.71 8.62 12.2 9.88 22 160 43.6 3
12 3.36 8.42 10.86 10.8 21 155 39.6 3
11 3.49 9.08 11.88 11.34 16 155 42 3
12 3.54 7.95 12.44 10.88 23 142 34.1 3
11 3.47 8.47 11 11.16 23 148 31 3
11 3.57 8.41 13.5 999 20 147 33.4 3
12 3.44 8.9 13.42 10.1 16 145 33 3
12 3.58 8.26 12.48 11.92 18 155 38.7 3
12 3.59 8.35 10.81 11.08 17 151 37 3
12 3.41 7.87 11.22 9.9 14 152 36 3
12 3.81 8.74 10.76 9.55 17 150 42 2
11 3.87 8.68 11.56 9.85 999 143 34 3
12 3.84 9.3 12.28 10.55 12 168 53 3
11 3.81 8.61 12.66 10.14 17 153 41 3
11 3.84 8.99 13.19 10.63 17 150 48 3
12 3.69 8.44 12.08 11.44 18 146 36 3
12 3.68 8.58 11.28 9.25 14 147 31 3
11 3.76 8.6 12.26 11.02 10 148 44 3
11 3.87 8.88 12.16 10.91 21 145 37 3
11 3.93 8.89 11.86 12.76 18 149 42 3
11 3.6 8.68 14.17 12.12 999 155 46 2
11 3.52 8.38 11.8 10.96 9 150 35 3
11 3.68 7.97 10.52 8.88 15 147 38 3
11 4.09 8.84 12.07 11.77 12 150 35 3
11 3.78 8.89 11.26 9 15 150 41 3
11 3.62 8.01 11.02 999 11 147 51 3
11 3.78 8.58 999 16.93 19 150 42.4 3
11 4.18 9.11 12.75 14.54 13 147 42 3
11 4.07 9 12.9 12.5 22 158 46 3
11 3.82 8.56 11.58 15.43 19 142 30 3
11 3.83 9.4 14.24 14.96 20 150 48.6 3
11 3.87 9.11 13.68 16.29 18 143 32 3
11 3.6 9.08 11.62 11.33 17 155 45.4 3
11 3.56 8.21 12.18 12.42 19 149 35 3
11 3.79 999 999 999 999 158 38 3
11 3.51 999 999 999 999 143 34 3
11 3.76 8.68 11.68 12.96 12 143 34 3
11 3.6 8.38 11.01 16.04 16 142 37 3
12 3.66 8.42 11.07 10.78 20 154 44.8 3
12 3.68 9.13 11.3 12.28 20 152 41.6 3
12 3.36 7.9 12.52 16.96 13 140 27 3
11 3.58 8.41 10.47 9.34 13 148 37 3
11 3.48 8.72 10.64 12.06 20 154 40 3
11 3.52 999 999 999 999 146 32 3
11 3.78 8.41 12.82 16.11 17 154 39 3
11 4.11 9.53 12.51 12.69 18 142 33.4 3
12 3.6 8.38 11.9 13.09 21 999 99 3
11 3.81 8.84 12.07 11.73 19 138 28 3
11 3.64 7.94 12.39 11.04 18 145 35.6 3
11 3.65 8.21 11.07 10.37 15 144 36.8 3
12 3.48 8.52 12.2 12.29 17 170 52.4 3
11 3.61 8.32 15.4 13.83 8 142 37.2 3
12 3.78 8.89 10.88 9.97 15 146 39.2 3
12 3.6 8.26 11.21 11.01 14 152 43.6 3
11 3.71 8.54 11.68 9.29 13 144 33.8 3
12 3.94 8.76 12.33 12.61 18 144 30 3
11 3.47 8.54 11.12 11.94 15 135 31.6 3
12 3.6 8.72 11.57 11.16 16 151 42 3
11 3.48 8.38 11.16 12.71 10 145 30 3
12 3.9 8.92 11.49 11.31 12 148 39 3
11 3.33 8.06 13.16 15.29 10 137 29 3
12 3.69 8.44 10.1 11.1 12 144 34 2
11 3.78 8.53 11.52 10.73 16 149 36 3
12 3.53 8.16 11.07 999 19 153 40 3
12 3.9 8.84 11.74 11.54 19 140 36 3
11 3.78 8.42 12.47 15.84 19 145 37 3
12 3.68 8.1 10.39 9.64 16 159 40 3
11 3.53 8.58 11.9 11.71 12 139 28 3
12 3.78 8.39 11.24 14.14 22 159 48.6 3
12 3.69 9.18 12.87 13.87 23 156 46 3
12 3.79 9.18 13.12 13.42 24 156 44 3
11 3.5 8.81 11.78 14.19 25 155 43 3
11 3.6 8.06 13.31 9.78 24 161 37 3
11 3.6 8.63 11.8 11.03 23 152 31 3
11 3.86 9.31 13.64 14.93 22 151 51 3
11 3.57 8.52 12.5 999 23 160 49 3
12 3.97 9.39 13.39 999 21 168 59 3
11 3.7 9.33 12.9 11.12 25 146 38 3
12 3.78 8.44 10.87 10.94 13 154 39 3
11 3.72 8.9 11.29 11.64 17 148 39 3
11 3.59 8.8 11.01 8.7 15 145 37 2
11 3.68 8.41 11.58 10.38 15 147 41 3
11 3.8 8.28 11.08 10.09 17 143 36 2
11 3.86 8.18 12.16 12.03 18 139 32 3
12 3.48 8.17 10.61 11.51 13 150 35 3
11 3.81 8.7 14.11 9.41 16 153 40 2
11 3.93 9.36 13.28 999 21 143 32 3
11 3.47 8.23 15.46 11.63 21 142 35 3
12 3.88 8.84 11.62 11.1 18 143 36 3
12 3.68 8.34 11.46 10.72 999 140 35 3
12 3.99 8.91 10.52 11.97 22 145 35.5 3
12 3.68 8.11 11.47 13.19 15 144 38.6 3
11 3.52 8.5 10.37 11.66 21 138 30 3
11 3.66 7.94 10.31 13.42 18 141 34 3
11 3.57 7.86 11.7 10.98 19 142 32 3
12 3.68 8.59 11.88 13 14 157 43 2
11 3.52 7.79 11.04 11.82 17 151 35 3
11 3.59 8.33 11.43 12.08 17 147 35 3
11 3.53 8.47 10.53 19.95 15 164 45 3
11 3.62 7.92 10.81 11.46 7 161 40 1
12 3.58 8.17 11.92 10.56 15 151 44 2
12 3.63 8.57 11.32 13.58 22 151 35 3
11 3.8 8.11 10.68 11.09 11 150 38 1
11 3.49 7.94 9.62 9.95 21 155 41 2
11 3.42 7.13 12.69 13.06 20 152 37 3
11 3.63 8.1 10.97 12.76 14 148 37 3
11 3.78 8.18 10.8 12.42 16 141 29 3
11 3.57 8.09 10.46 10.88 15 145 36 2
11 3.53 7.98 10.96 10.63 16 150 35 3
11 3.41 8.1 11.45 10.88 19 150 35 3
12 3.7 8.48 11.68 11.21 17 151 49 2
11 3.56 8 12.02 10.69 16 149 37 3
12 3.58 8.16 12.45 14.84 21 154 41 3
11 3.7 8.24 11.62 10.83 20 150 37 3
12 3.23 8.16 10.27 10.86 9 164 46 2
12 3.44 7.89 12.43 11.48 14 148 37 3
12 3.52 8.17 11.96 13.11 20 146 35 3
12 3.69 8.48 10.91 14.42 15 152 39 3
11 3.65 7.83 11.4 12.94 25 144 35 3
11 4.11 8.76 12.32 11.05 19 143 29 3
11 3.71 9.18 14.06 15.38 19 149 36 3
12 3.6 8.22 11.6 10.93 20 149 36 3
11 3.91 8.28 11.18 10.6 19 999 99 3
11 4.07 9.36 11.71 13.92 17 138 29 3
12 3.65 8.11 11.23 11.25 20 142 28 3
11 3.67 8.43 11.65 9.73 19 137 29 3
12 3.63 7.98 11.51 18.48 22 143 30 3
11 3.7 9.03 15.68 999 10 168 51 3
11 3.98 8.17 11.32 11.99 17 999 99 3
12 3.79 8.97 12.5 14.21 15 161 42 3
11 3.76 8.51 12.42 13.82 999 130 33.5 3
11 3.5 8.01 10.58 9.18 23 152 41.5 2
11 3.97 8.52 13.94 9.44 20 145 35 3
12 3.78 8.68 10.68 9.49 15 157 40 2
12 3.84 8.74 10.81 9.82 18 148 36 3
11 3.8 8.41 10.28 9.89 16 157 45 3
11 4.05 8.86 12.38 10.11 19 143 31.4 3
12 4.03 8.64 12.68 12.57 22 159 48 3
12 3.86 8.38 10.43 8.93 20 152 40 2
11 3.64 8.46 11.59 999 21 145 36 3
11 3.97 8.61 11.22 999 21 151 38 3
11 999 999 999 999 17 146 36 3
11 3.73 7.87 11.1 9.56 19 145 35 3
11 3.63 8.2 10.78 11.99 13 144 30 3
11 3.86 9.14 12.2 10.92 18 148 41 3
11 4.04 9.23 12.48 12.25 19 146 35 3
12 3.54 8.73 11.57 16.08 23 168 49 3
11 3.86 8.42 11.83 11.96 12 146 39 3
12 3.84 8.86 11.53 14 24 162 45 3
11 3.58 8.42 10.89 12.5 16 142 32 3
11 3.82 8.97 10.86 12.42 19 146 33 3
12 3.65 8.02 10.68 12.34 17 151 37 3
11 3.68 8.38 11.76 13.36 19 148 33 3
12 3.52 8.42 10.5 11.59 19 152 39 3
11 3.81 8.56 16.08 14.1 23 157 39 3
11 3.59 8.11 12.31 13.99 19 154 42 3
11 3.66 8.7 11.8 8.62 21 143 32 3
11 3.77 9.12 14.1 10.91 20 156 50 2
12 3.54 8.08 10.68 11.35 10 155 36 3
12 3.5 7.76 10.82 13.59 23 144 34 3
12 3.76 8.82 11.34 11.85 19 149 38 3
11 3.94 8.78 13.89 13.65 23 158 45 3
12 3.76 9.39 12.17 12.46 22 160 42 3
12 3.87 8.28 12.07 10.39 22 148 36 3
12 3.51 8.72 12.28 10.85 25 168 55 3
11 3.72 9.06 12.14 11.94 18 143 33 3
12 3.9 9.21 11.91 12.36 22 160 38 3
11 3.78 8.66 11.44 12.37 17 143 33 3
12 3.79 8.68 10.84 10.43 14 160 40 3
11 3.73 8.42 11.34 10.34 20 152 37 3
11 3.68 8.48 11.78 13 14 151 37 3
12 3.91 8.35 11.68 11.59 17 143 34 3
11 3.72 8.92 11.33 14.59 18 156 40 3
11 3.84 8.78 12 10.4 16 158 45 3
12 3.72 8.61 10.71 10.92 18 139 36 3
12 3.73 7.77 10.99 9.98 18 140 32 3
11 3.63 8.54 11.1 12.43 22 148 36 3
11 3.88 8.87 11.66 12.44 999 137 35.6 3
12 3.41 9.52 13.62 15.05 15 152 38.3 3
11 3.68 9.36 13.01 13.01 999 150 34 3
11 3.62 8.33 10.97 11.2 20 140 33 3
12 3.92 9.34 12.71 999 17 156 41 3
12 3.67 8.81 12.88 9.8 19 145 33 3
12 3.63 8.99 13.04 16.26 19 148 40 3
12 3.6 8.17 11.26 9.9 17 154 39 3
11 3.63 9.28 11.01 11.3 22 145 38 3
12 3.66 8.68 11.82 10.2 18 156 39 3
11 3.57 8.33 11.88 15.25 20 141 37 3
12 3.8 8.73 12.26 13.27 19 137 30 3
11 3.6 8.97 12.24 11.4 19 153 39 3
12 3.51 8.63 12 12.63 19 141 40 3
11 3.68 9.09 11.15 11.4 20 143 34 3
11 3.63 9.2 13.11 11.6 20 999 99 3
11 3.46 8.89 11.51 10.8 23 158 45 3
12 3.54 8.52 11.91 12.09 17 159 47 2
11 3.48 8.58 11.31 12.06 999 140 32 3
11 3.65 8.73 11.72 12.88 20 146 41 3
11 4.18 9.37 12.16 11.16 23 141 49 3
12 3.73 8.5 11.82 11.25 20 150 37 3
11 3.66 7.91 11.44 10.75 21 143 30 3
11 3.78 8.18 11.91 9.82 16 144 35 3
12 3.88 9.44 13.72 12.21 18 151 40 3
11 3.81 8.82 13.72 14.37 17 147 42 3
12 3.78 8.35 12.53 10.19 21 157 41 3
11 4.03 9.13 14.59 11.62 21 160 58 3
11 3.68 8.16 11.25 12.82 20 153 40 3
12 3.82 8.28 10.75 11.64 23 149 42 3
11 3.61 8.43 12.56 10.69 23 148 36 3
12 999 999 999 999 22 158 50 3
11 3.55 8.09 11.5 11.74 16 146 36 3
12 3.79 8.23 11.19 14.24 20 145 39 3
11 3.58 8.23 12.17 13.57 20 142 41 3
12 3.68 8.51 10.91 11.81 18 156 41 3
11 3.73 8.42 11.52 11.55 21 159 48 3
11 3.66 8.69 10.98 12.62 14 154 42 3
11 3.56 7.94 10.7 12.4 23 133 32 3
12 3.72 8 10.83 12.3 17 151 34 3
11 3.56 8.01 12.73 12.33 23 144 46 3
11 3.59 8.11 11.81 12.11 20 144 41 3
11 3.97 8.96 10.81 10.44 20 151 48 3
11 3.68 9 11.02 11.74 21 149 33 2
12 3.95 9.69 12.49 12.95 21 155 40 3
11 3.5 8.77 11.68 12.34 15 147 34 3
11 3.79 9.16 10.62 12.65 22 155 40 3
11 3.61 7.96 10.93 12.04 18 142 35 3
12 4.01 8.81 17.01 12.05 20 138 30 3
12 3.52 8.51 12.08 12.9 18 148 33 3
11 3.61 8.31 13.11 14.28 20 147 33 3
11 3.87 8.57 11.94 9.41 14 150 43 3
11 3.81 8.31 11.11 11.45 19 141 35 3
11 3.73 9.16 11.9 13.52 16 144 34 3
12 3.52 8.58 10.64 11.42 12 153 40 1
11 3.68 9.08 12.05 12.17 17 146 33 2
11 3.9 8.78 13.2 14.92 14 139 32 3
11 4 8.96 12.38 12.91 24 143 31 3
11 3.79 8.48 12.14 14.12 19 137 32 3
11 3.72 8.74 13.65 16.56 19 150 38 3
12 3.97 8.7 11.06 12.23 19 147 35 3
12 3.66 8.3 11.42 13.4 17 149 31 3
12 3.85 8.86 12.41 14.48 13 143 33 3
11 3.97 9.26 12.18 15.32 15 147 35 3
12 999 999 999 999 12 151 39 2
11 4.01 9.11 12.87 11.66 16 153 47 3
11 3.68 8.6 14.58 12.85 19 145 32 3
11 3.89 8.76 12.5 14.15 13 150 37 3
11 3.7 8.63 11.5 11.59 9 147 35 3
11 3.78 8.84 10.78 10.15 17 151 42 3
11 4.22 9.28 12.51 12.34 16 147 38 3
12 3.82 8.71 11.34 12.67 16 147 36 3
12 3.8 8.99 11.77 12.76 17 143 32 3
11 3.91 8.78 11.11 10.74 17 143 33 3
12 3.78 8.98 12.78 13.41 10 160 46.8 3
11 3.44 8.38 13.55 11.2 14 151 36.9 3
11 3.87 9.22 11.68 9.98 14 149 39.9 3
12 3.86 8.66 11.56 10.62 999 152 37.9 3
11 3.71 8.54 11.82 12.11 17 152 38.9 3
11 3.82 9.03 11.94 14.45 19 153 36.9 3
11 3.73 8.07 11.2 999 18 147 33.7 3
11 3.52 7.93 11.4 11.98 17 142 29.3 3
11 3.8 8.5 12.44 10.66 999 154 40.1 3
11 3.66 8.18 12.02 10.54 12 139 33.1 3
11 3.56 7.96 12.38 10.42 13 156 40.9 3
11 3.66 8.51 12.3 11.82 12 147 31 3
12 3.78 8.68 15.29 19.99 25 155 40.8 3
12 3.71 8.51 13.69 10.01 17 144 32.8 3
12 3.51 8.87 13.38 11.35 15 154 39 3
12 3.78 8.95 12.61 11.8 13 150 34 3
11 3.54 8.26 12.26 12.52 16 150 36 3
11 4.08 8.99 12.87 11.31 20 146 32 3
11 3.52 8.12 12.06 10.24 22 145 36 3
11 3.51 8.71 12.04 13.78 17 154 37 3
11 999 999 999 999 20 150 34 3
11 3.88 9.03 11.88 10.21 22 145 36 3
12 3.68 8.73 12.1 11.41 17 144 33 3
11 3.83 9.03 12.9 13.6 23 999 99 2
11 4.34 9.22 12.2 13.4 21 999 99 3
12 3.8 9.31 11.9 13.4 19 999 99 3
11 3.79 8.71 11.73 999 16 151 41 3
11 4.1 9.26 11.9 13.7 17 999 99 3
11 3.78 8.52 10.7 11.4 19 999 99 3
11 3.83 8.3 11.3 10.9 21 999 99 3
12 4.02 8.78 12.2 11.2 19 999 99 3
12 3.78 8.33 11.7 13.1 19 999 99 3
11 3.91 8.84 11.7 11.1 21 999 99 3
12 3.81 8.48 10.1 12.3 21 999 99 3
12 3.66 8.57 11.2 12 21 999 99 3
12 3.71 8.52 11 11.6 19 999 99 2
12 3.57 8.49 11 12.9 22 999 99 3
11 3.97 8.84 12.1 12.3 23 999 99 3
12 3.56 8.82 11.2 12.3 25 999 99 3
11 3.82 8.38 10.68 12.5 19 999 99 3
11 3.68 8.19 11.09 10.89 12 140 32 3
11 3.62 8.22 10.46 12.07 16 147 31 3
11 3.77 8.66 10.97 10.5 15 149 37 3
11 3.52 8.82 11.62 12.8 21 155 39 3
12 3.74 9.01 12.61 11.93 22 154 40 3
11 3.69 8.54 10.81 11.2 18 144 36 3
12 3.7 8.29 10.39 11.45 18 145 36 3
11 3.46 8.2 12.03 14.08 17 151 35 3
12 3.68 8.39 10.72 12.58 23 154 40 3
11 3.71 8.72 10.84 8.92 19 153 42 3
12 3.8 8.69 12.78 11.59 20 155 42 3
11 3.79 8.34 10.88 12.31 13 139 38 3
11 3.72 8.11 11.07 10.52 17 137 32 3
11 999 999 999 999 15 999 99 3
11 3.6 8.24 11.78 12.07 23 139 29 3
11 3.78 8.33 10.65 10.17 19 151 37 3
11 3.96 8.72 11.97 12.34 14 152 33 3
11 3.38 8.3 10.73 13.38 18 149 35 3
11 3.8 8.44 11.14 12.09 19 137 32 3
11 3.72 8.58 11.89 14.31 15 155 45 3
11 3.61 8.36 10.64 11.28 14 137 31 3
11 3.58 8.18 11.24 11.5 17 148 33 3
12 3.66 9.24 10.51 11.48 17 156 38 3
11 4.07 8.65 13.01 13.18 18 149 41 3
11 3.86 8.9 10.48 11.89 15 143 34 3
11 3.59 8.61 10.78 13.02 17 142 36 3
11 3.57 8.47 10.43 10.86 15 153 37 3
11 3.78 8.59 10.39 11.74 11 142 30 3
11 3.9 8.9 12.16 12.62 16 144 38 3
11 3.86 9.04 12.16 12.15 15 999 99 3
11 3.91 8.33 11.61 10.66 15 144 29 3
12 3.79 7.87 11.47 12.6 20 150 38 3
12 3.9 8.22 10.76 8.81 9 151 36.5 3
12 4.08 8.52 11.6 11.8 19 155 44 3
11 3.46 7.59 11.11 10.32 11 147 37 2
11 3.52 7.97 10.84 12.56 19 144 31.5 3
12 3.84 7.68 12.38 11.54 13 136 29.5 2
12 3.48 7.94 11.33 9.73 21 157 36 3
11 3.56 7.87 11.87 12.6 15 153 43.5 2
11 3.96 8.38 11.09 11.63 20 155 49 3
11 3.62 7.8 11.41 11.2 20 148 35 3
11 3.36 8.7 10.76 10.81 21 143 36 3
12 3.45 8.48 11.77 11.56 16 155 37 3
12 3.89 8.76 11.64 12.25 16 153 45 3
11 3.56 9.38 11.78 12.41 20 159 61 3
11 3.89 8.98 12.31 12.54 23 149 38 3
12 3.57 8.5 10.84 14.34 19 156 37 3
12 3.29 7.98 11.52 11.14 8 157 39 3
12 3.71 7.8 11.07 11.7 20 145 31 3
12 3.46 8.21 11.8 12.64 22 151 35 3
11 4.29 9.51 15.63 12.39 19 159 55 3
11 3.48 8.26 12.44 13.77 19 148 40 3
11 999 999 999 999 25 145 37 3
11 999 999 999 999 22 157 55 3
12 3.63 7.82 10.6 10.58 23 152 41 3
11 3.68 8.18 10.48 11.92 20 140 30 3
11 3.78 8.07 12.97 10.69 19 146 35 3
11 3.68 8.18 12.47 12.98 20 153 41 3
11 4.03 8.74 14.71 12.58 20 149 35 3
11 3.5 8.3 11.28 9.78 9 143 32 2
11 3.68 8.32 10.46 10.63 18 140 30 3
11 3.76 8.4 10.49 999 20 145 38.5 3
11 3.78 8.36 10.17 9.76 14 136 29 3
12 3.81 8.33 10.17 13.55 17 140 33 3
11 3.82 8.66 11.63 15.61 16 140 33 3
11 3.57 8.22 10.69 12.03 13 147 33 2
11 3.9 8.47 12.1 12.23 17 136 30 3
11 3.84 8.22 10.68 9.97 16 146 33.5 3
11 3.59 8.1 11.43 10.26 12 140 28 3
12 3.65 8.64 11.47 10.65 9 140 35.2 3
11 3.51 8.36 11.21 9.27 14 140 31 3
12 3.57 8.7 11.08 10.28 14 168 60 2
11 3.62 8.78 11.18 10.82 19 150 46 3
12 3.64 8.44 11.64 11.35 20 153 42 3
11 3.36 8.23 12.18 11.35 19 144 34 3
11 3.66 8.5 10.48 12.76 15 147 37 3
12 3.71 8.62 11.72 11.61 15 155 43 3
11 3.52 8.31 11.08 11.53 14 141 35 3
12 3.54 8.26 11.16 11.24 19 142 31 3
11 3.68 8.78 12.17 999 21 136 29 3
12 3.68 8.4 10.9 999 15 149 42 3
11 3.41 8.03 10.92 10.86 19 149 36 3
11 3.91 8.66 12.33 13.36 19 156 43 3
11 3.78 8.69 11.88 11.33 16 134 29 3
11 3.69 8.17 12.11 13.13 23 134 33 3
11 3.73 9.1 13.48 12.29 19 155 42 3
12 3.61 8.36 11.43 9.13 22 163 48 3
11 3.51 8.4 12.28 10.28 18 147 31 3
11 3.93 9.17 12.56 12.19 22 151 35 3
12 3.82 10 13.43 12.33 13 159 53 3
12 3.58 9.29 11.72 10.49 25 141 33 3
11 3.62 8.54 10.84 9.79 19 146 32 3
11 3.82 9.38 12.18 10.77 16 147 32 3
11 3.88 9.22 14.25 9.66 17 144 32 3
11 3.8 10 12.6 12.9 17 146 40 3
