age spr agi dri bc sho hei wei apl
11 3.83 8.51 10.73 11.29 999 156 48 3
11 3.74 8.83 10.9 10.68 999 159 50 3
12 3.66 8.36 14.42 12.78 24 147 35 3
11 3.64 8.22 11.48 12.86 17 155 38 3
11 3.64 8.23 11.18 11.14 999 149 36 3
12 3.74 8.69 12.42 11.91 999 155 44 3
11 3.78 8.98 12.18 12.92 999 160 44 2
11 4.11 9.24 12.48 12.99 16 142 43 3
12 4.03 9.25 12.57 12.95 999 146 40 3
12 3.59 7.74 11.33 12.51 19 151 34 3
11 3.87 8.89 13.81 12.61 999 157 36 3
11 3.69 8.16 11.58 13.62 20 159 45 3
12 3.92 8.41 11.57 13.15 999 151 39 3
11 3.74 8.67 11.63 11.31 999 147 36 3
11 3.91 8.04 12.53 11 19 132 27 3
11 3.8 8.46 10.81 11.25 999 152 37 2
11 3.84 9.21 12.83 12.62 18 154 38 3
12 3.62 9.01 15.12 14.42 16 156 45 3
11 3.63 8.57 11.48 15.22 18 155 39 3
11 3.96 9.47 14.21 13.08 22 149 37 3
12 3.66 8.16 13.44 12.52 22 151 39 3
11 3.68 8.43 12.56 9.28 15 151 35 3
12 3.8 10 14.08 10.58 21 150 36 3
12 3.81 8.5 11.57 11.17 999 140 35 3
11 3.6 8.22 11.11 10.8 999 145 39 2
12 3.46 8.68 10.8 10.89 999 152 48 1
11 3.72 7.91 12.3 11.32 999 144 35 3
11 3.96 8.72 11.59 14.41 999 149 35 3
11 3.65 8.44 11.62 12.74 22 155 44 3
11 4.08 8.82 13.06 13.89 999 146 55 3
12 3.79 8.1 11.39 15 999 135 28.5 3
12 3.59 8.01 10.91 12.15 17 151 41.5 3
12 3.56 7.8 11.33 11.64 21 150 41.5 2
11 3.54 7.94 11.03 15.51 18 161 53 3
11 3.48 8.39 11.98 10.06 22 143 34 3
11 3.94 8.74 13.04 13.12 20 152 33 3
12 3.56 8.09 10.84 10.7 19 161 45.5 2
11 3.5 8.1 11.5 16.59 20 153 40 3
12 3.61 8.64 12.08 12.73 17 160 43.5 3
11 3.59 8 10.96 11.05 16 151 39 3
11 3.79 8.13 12.58 12.54 20 153 36 3
12 3.84 8.26 11.5 12.97 20 144 31 3
11 3.54 7.62 12.28 11.69 21 148 32.4 3
11 3.6 7.08 12.7 13.87 18 145 36.7 3
11 3.97 9.61 12.83 13.52 17 144 38 3
11 3.78 9.34 11.47 10.56 20 142 31 3
11 3.73 8.94 11.7 11.21 17 146 34 3
11 3.94 9.46 13.36 10.56 22 156 40 3
12 3.81 999 11.64 10.08 22 145 40 3
11 3.66 8.69 11.9 12.35 22 150 32 2
12 3.8 8.78 10.91 9.72 17 155 45 2
12 4.04 999 13.58 11.44 18 157 45 3
11 3.65 8.38 10.8 15.27 21 154 38 3
12 3.63 8.7 12.78 12.59 17 141 29.2 3
11 3.79 9.16 11.96 9.37 22 147 39.9 3
12 3.84 9.39 14.82 12.31 16 157 40 3
11 3.72 8.44 10.75 11.43 23 145 40 3
12 3.63 8.56 10.7 12.97 13 150 34.9 3
12 3.72 9.47 12.79 11.52 17 140 35.1 3
11 3.68 8.07 10.46 11.88 16 141 35.1 3
11 3.68 8.44 12.59 10.11 14 160 42.6 3
12 3.95 9.24 11.01 11.66 19 148 35.9 3
11 3.76 9.28 11.76 10.75 17 141 29.2 3
12 3.75 8.94 13.11 14.12 21 140 39 3
12 3.75 8.46 11.53 11.53 17 154 41.4 3
11 3.99 999 12.28 13.82 24 148 42 3
11 4 9.47 12.02 11.51 20 145 36 3
11 3.6 8.59 12.14 14.17 19 151 43.5 3
12 3.93 9.08 12.46 999 19 143 34.3 3
11 4.03 8.89 10.68 10.67 21 150 34.4 3
12 3.36 7.65 11.26 11.46 19 153 38.3 3
11 3.82 9.2 13.11 14.4 23 -99 -99 3
12 3.7 8.51 11.38 12 18 -99 -99 3
11 3.7 8.73 12.26 13.6 22 141 36 3
11 3.54 8.28 12.82 13.3 21 145 32 3
11 3.84 9.18 11.62 12 18 150 46.5 3
12 3.61 8.28 11.1 14.9 23 148 35 3
12 3.79 8.03 12.68 999 21 158 41 3
12 3.66 8.07 12.36 13.56 21 154 36 3
12 3.73 8.48 10.68 11.02 23 148 39 3
12 3.74 8.38 12.4 13.01 23 156 42 3
11 3.41 8.69 11.57 10.09 19 168 50 3
11 3.58 8.58 11.28 11.28 17 142 38 3
12 3.54 7.97 12.11 999 21 147 33 3
11 3.69 8.14 11.87 19.37 20 145 32 3
11 3.56 8.38 10.97 9.9 12 151 36 2
11 3.4 7.89 10.83 10.18 21 153 42 3
12 3.48 8.74 15.34 14.2 999 175 58 3
11 3.72 8.08 10.87 11.88 18 152 40 3
11 3.46 8.3 11.76 10.34 999 160 41 3
11 3.61 7.73 12.98 14.04 19 143 30 3
12 3.5 8.33 11.1 12.79 23 152 43 3
11 3.33 7.7 12.98 9.57 25 145 36 3
11 3.64 8.2 11.3 9.45 999 147 40 3
11 3.49 7.92 11.98 13.13 23 148 36 3
11 3.51 8.12 10.7 8.5 16 144 38 2
11 3.76 8.62 11.06 11.3 17 161 50 3
11 3.62 8.28 11.82 11.99 999 150 40 3
12 3.63 8.54 12.95 12.32 20 159 49 3
11 3.66 8.6 13.17 13.17 19 140 30 3
11 3.92 8.7 13.08 11.96 21 139 36 3
11 3.82 8.49 11 12.33 20 147 40 3
11 3.44 8.28 11.07 11.25 16 149 36 3
11 3.49 8.36 14.21 999 17 136 33 3
11 3.8 8.04 11.5 10.28 19 148 36 3
11 3.38 8.44 10.17 10.63 17 152 38 3
11 3.23 8.44 10.72 10.24 999 160 45 3
11 3.58 8.79 10.44 10.42 15 152 35 3
12 3.69 9 11.32 10.41 23 151 37 3
11 3.71 9.07 12.87 11.13 16 140 29 3
11 3.72 8.96 11.12 9.84 17 145 36 3
12 3.54 8.41 10.81 13.82 14 160 45 3
11 3.3 7.99 10.38 14.68 24 159 49 3
11 3.56 8.49 14.47 17.17 25 150 40 3
12 3.39 8.32 11.87 13.9 25 150 32 3
11 3.6 8.08 11.79 15.17 25 148 35 3
12 4.17 9.19 13.18 16.09 24 147 55 3
11 3.54 8.11 11.44 14.86 25 140 30 3
11 3.6 8.33 11.5 14.65 24 140 30 3
12 3.68 8.51 11.1 15.01 25 150 40 3
12 3.81 8.62 13.22 15.62 25 155 49 3
11 3.6 8.1 10.58 12.08 25 140 30 3
12 3.47 8.16 11.66 15.41 25 149 38 3
12 3.53 8.04 12.1 14.55 999 134 28 3
12 999 999 999 999 25 144 31 3
11 3.61 8.04 11.54 13.81 999 143 38 3
11 3.86 8.57 12.5 11.62 19 149 39 3
11 3.59 7.94 11.76 14.67 25 144 33 2
11 3.74 8.44 12.68 15.02 21 147 37 3
11 4.02 8.99 11.86 13.05 23 136 34 3
12 3.78 8.79 12.39 13.39 17 155 40 2
11 3.78 8.84 12.81 12.13 19 160 41 3
11 3.82 8.2 15.08 12.17 25 136 29 3
11 3.85 8.36 11.83 12.26 15 149 40 3
12 3.78 8.58 12.1 12.26 15 146 35 3
12 3.72 8.21 10.74 10.81 19 144 35.6 3
11 3.51 8.34 11.56 999 13 147 33 3
12 3.8 9.44 13.28 999 20 142 39 3
11 3.82 8.57 14.59 999 18 149 39 3
11 3.83 8.79 11.47 10.72 19 140 31 3
11 3.54 8.13 12.38 11.02 21 143 34 3
11 3.36 8.3 12.06 12 19 149 41 3
11 3.82 9.18 12.72 11.56 24 138 36 3
11 3.78 8.5 13.14 12.13 20 135 29 3
11 3.62 8.81 12.51 999 20 149 34 3
11 3.55 8.41 14 18.99 20 162 42 3
12 3.77 8.65 12.31 16.04 18 140 35 3
12 3.8 8.22 12.01 10.03 16 154 42 3
12 3.49 8.5 12.47 10.05 22 152 40 3
11 3.62 7.88 11.01 9.08 16 143 36 3
12 3.69 8.03 11.23 11.12 22 150 32 3
11 3.83 8.57 11.4 14 24 145 38 3
11 3.63 7.94 11.98 12.01 15 140 36 3
11 3.64 8.29 11.84 12.42 21 139 35 3
12 3.69 7.98 11.28 9.45 13 143 33 3
12 3.68 8.14 12.07 15.22 22 140 33 3
11 3.56 7.96 11.36 13.01 15 149 38 3
11 3.6 8.5 11.68 11.78 16 145 32 3
12 4.02 8.96 13.78 11.59 20 147 32 3
12 3.87 9.66 13.47 11.79 21 153 40 3
11 3.92 9.29 12.97 11.17 19 149 39 3
12 3.91 9.07 12.51 11.66 19 158 40 3
12 3.59 8.46 10.98 11.22 11 148 35 3
12 3.74 9.28 12.38 10.5 8 160 48 2
12 3.61 8.23 10.98 9.86 20 154 36 3
11 3.76 9.16 12.07 10.5 19 145 35 3
12 3.63 8.86 11.51 11.19 17 150 39 3
12 4.14 9.53 17.09 10.47 20 159 47 3
11 3.87 9.28 12.51 11.34 20 157 35 3
11 3.86 8.8 11.32 10.19 23 145 37 3
12 3.58 8.08 12.46 14.14 15 150 37.8 3
11 3.7 8.44 12.84 12.6 23 141 36 3
11 3.71 8.72 12.09 11.5 21 142 36 3
12 3.81 9.02 13.73 15.19 11 158 41.6 3
12 3.57 8.34 11.52 11.4 999 146 38 3
12 3.76 8.66 999 14.88 15 164 40.9 3
12 3.71 8.46 11.86 11.6 20 143 35 3
12 4.06 8.98 13.54 15.5 22 -99 -99 3
12 3.58 8.43 11.97 12.2 19 156 41 2
12 3.71 8.82 12.62 12.1 21 -99 -99 3
12 3.68 8.4 11.58 12.2 23 143 33 3
11 3.41 8.01 11.89 15.37 17 154 40.1 3
12 3.78 8.97 12.52 12.2 21 146 35 3
11 3.54 8.53 12.28 10.3 18 153 34.5 3
11 3.47 7.63 10.84 11.79 13 148 35.3 3
11 3.49 8.06 13.39 13.48 18 155 43.8 3
12 3.68 8.63 12.38 14.09 16 152 34.4 3
11 3.78 8.22 12.49 15.75 19 153 46.9 3
12 4 8.68 13.16 11.92 999 160 55.4 3
11 3.66 8.46 12.1 11.65 16 140 38.8 3
12 3.6 7.69 11.46 12.31 14 142 33.4 3
11 3.38 8.02 10.6 12.16 25 152 37 3
12 3.28 7.96 10.86 9.26 19 160 42 3
11 3.5 8.13 11.99 11.08 13 143 33 3
11 3.73 8.35 14.7 12.43 19 149 37 3
12 3.53 8.36 11.38 10.06 999 157 41 3
12 3.61 8.1 12.64 11.45 17 150 38 3
11 3.64 8 11.17 15.07 20 147 33.9 3
12 3.51 7.98 11.07 11.3 16 138 27.6 3
11 3.31 7.94 11.2 12.18 11 140 33 3
11 3.41 8.14 11.34 16.45 15 140 32 3
11 3.12 8.3 11.32 12.16 17 148 35 3
12 3.58 8.2 11.5 13.4 14 130 27 3
11 3.4 8.62 12.1 13.34 23 146 35 3
11 3.11 8.39 11.66 10.7 13 149 45 3
11 3.36 8.42 10.84 11.04 16 158 43 3
11 3.69 7.9 12.14 15.11 999 147 38 3
11 3.81 8.94 11.93 999 23 147 31.2 3
12 3.73 8.28 11.29 11.69 25 140 28.8 3
11 3.76 9.33 12.92 15.69 18 160 42.1 3
12 999 999 999 999 21 144 30 3
12 3.94 9.11 11.36 11.2 16 150 35 3
12 999 999 999 999 23 142 31 3
11 3.71 8.99 14.06 17.5 22 149 36 3
11 3.86 9.41 13.51 12.79 17 148 40 3
11 3.63 8.38 11.19 10.19 18 149 44 2
11 3.88 8.46 12.78 13.16 22 139 31 2
11 3.35 8.71 12.2 10.12 18 148 37 3
11 3.87 8.68 11.74 14.63 16 136 28 3
11 3.58 9.48 12.98 12.33 23 139 29 3
11 3.58 8.57 11.66 13.12 19 165 41 3
11 3.82 8.78 10.52 13.78 18 143 36 3
12 3.94 8.86 12.82 13.02 20 147 35 3
12 3.96 8.63 10.74 14.58 16 145 33 3
11 3.86 8.65 12.08 9.24 23 160 47 3
12 3.78 8.34 10.7 11.95 16 137 31.8 2
11 4.02 9.42 12.96 12.4 18 161 50.9 3
11 3.87 9.09 12.5 12.42 14 162 57.8 3
12 3.8 9.14 11.73 9.49 17 134 31 3
12 3.62 8.35 11.54 10.44 20 150 40 3
11 3.88 8.79 11.86 11.12 11 140 31 2
12 3.71 8.92 11.52 10.45 18 167 44 3
12 999 999 999 999 19 145 31 3
11 3.87 7.18 11.94 12.23 17 144 34 2
11 999 999 999 999 18 144 39 2
12 3.92 9.17 11.93 12.56 21 149 36 2
11 3.72 8.4 16.76 11.27 15 148 34 3
11 3.68 8.92 11.72 11.47 17 146 34 3
11 3.76 8.53 12.24 12.34 18 140 31 2
11 3.94 8.8 12.43 10.7 17 143 34 3
11 3.8 9.29 11.89 12.79 18 160 50 3
11 3.88 8.73 11.93 12.99 14 149 41 3
11 3.88 9.47 14.7 14.09 23 -99 -99 3
11 3.62 8.59 12.78 11.63 21 152 46 3
12 3.88 8.54 11.17 13.04 18 144 35.4 3
11 3.82 8.62 12.22 15.67 23 152 39 3
11 3.64 8.43 10.96 11.62 22 155 39 2
11 3.78 8.42 11.19 11.94 20 153 42 2
11 3.83 8.86 11.03 12.02 20 156 40 2
11 3.72 8.12 10.62 10.18 18 141 31 3
11 3.89 8.68 11.92 13.46 21 156 49 2
11 3.51 8.38 12.07 10.94 18 148 34 3
11 3.68 8.18 11.04 9.61 20 142 34 3
11 3.61 8.57 10.7 10.38 22 156 41 2
11 3.73 8.48 10.36 11.2 21 149 36 3
11 3.73 8.73 12.14 11.5 20 148 32 3
11 3.58 7.88 13.3 11.26 18 142 32 3
12 3.57 8.34 11.17 12.28 21 154 41 3
11 3.57 8.22 10.47 8.56 23 143 31 2
12 3.61 8.52 11.41 12.48 20 138 31 3
12 3.82 7.98 10.84 9.41 16 146 37 3
12 3.72 8.32 11.8 11.17 19 148 36 3
12 3.68 8.38 11.02 9.8 14 133 31 3
11 4.09 8.59 12.87 14.45 20 150 35 3
12 3.78 9.1 12.78 999 21 162 49.8 3
11 3.97 8.84 10.78 12.31 21 150 32 3
12 4 8.56 12.57 12.75 20 145 35.6 3
11 3.71 8.87 11.07 13.34 25 161 38.4 3
11 3.69 8.43 10.97 13.93 18 139 35.1 3
12 3.84 8.91 11.13 10.38 20 157 41.5 3
11 4.09 8.04 11.6 11.5 24 145 32.9 3
12 4.25 8.47 11.59 999 25 149 41.2 3
12 4.22 9.03 11.81 12.94 19 152 35.9 3
12 3.78 8.44 13.02 10.2 22 137 33 3
11 3.99 8.21 999 11.77 23 140 32 3
11 3.76 8.47 11.79 11.56 21 153 43 3
11 999 999 999 999 23 151 40.5 3
12 3.73 8.16 10.96 10.22 22 159 40 3
11 3.82 8.11 12.6 11.29 21 133 30 3
11 3.78 8.52 11.03 13.89 19 166 45 3
11 3.69 8.28 11.42 13.84 22 152 36.5 3
12 3.58 8.65 11.01 11.88 23 154 40 3
11 3.39 8.28 10.5 11.57 12 148 34 3
11 3.67 8.01 11.07 14.2 23 154 38 2
11 3.76 7.7 10.68 12.49 20 144 35 3
11 3.61 8.07 11.11 10.25 25 153 40 2
12 3.63 7.98 11.03 15.16 18 141 32 3
11 3.66 8.01 13.8 12.93 22 142 34 3
12 3.76 8.59 12.36 14.5 22 152 40 3
12 3.7 8.82 12 11.05 25 165 45 2
12 3.73 8.34 11.26 10.51 23 152 41.5 3
11 3.82 8.5 10.92 8.78 15 141 34 3
11 3.88 8.6 11.21 10.83 25 151 39 3
11 3.82 8.61 12.53 10.66 16 158 52 3
12 3.56 8.92 11.17 12.19 20 146 33 3
11 3.8 8.35 10.97 10.07 999 144 33 3
12 3.81 8.79 11.27 10.87 9 144 40 3
11 3.58 8.68 11.28 9.97 22 149 37 3
11 3.79 8.82 11.42 10.53 12 151 38 3
11 3.57 8.13 11.2 9.43 12 148 30 3
11 3.3 9.42 12.97 16.49 999 150 46 3
12 3.7 8.52 11.96 10.72 13 145 32 3
11 3.9 999 12.48 13.38 999 156 42 3
12 3.76 9.82 11.81 14.01 999 164 45 3
11 3.78 9.62 12.28 13.27 999 151 41 3
11 3.71 9.53 12.02 11.15 999 156 42 3
12 3.9 8.99 11.79 10.94 10 144 40 3
11 3.94 9.72 11.76 12.21 999 156 45 3
11 3.67 9.74 12.08 13.59 999 162 45 3
11 3.9 9.68 12.58 12.19 999 147 37 3
11 3.64 9.48 11.38 13.31 999 153 47 3
11 3.66 9.19 12.38 12.93 11 145 39 3
12 4.24 9.41 12.12 999 999 150 44 3
12 3.79 9.63 12.06 13.66 999 151 35 3
11 3.91 9.17 11.96 12.75 999 150 42 3
11 3.72 9.11 12.44 12.96 19 151 39 3
11 3.82 9.98 13.01 11.18 9 153 45 3
12 4.06 9.38 13.34 12.27 999 152 38.1 3
11 3.69 8.36 11.62 13.6 22 144 34 3
11 3.69 8.38 11.11 10.2 18 159 39 3
11 4 8.87 12.08 11.79 21 143 35 3
11 3.78 8.76 11.76 11.29 14 145 33 3
12 3.7 8.75 11.68 10.59 16 145 34 3
11 3.86 8.61 10.48 9.87 22 145 36 3
12 3.78 8.93 11.88 11.45 22 154 44 3
11 3.85 8.58 12.33 11.18 21 143 35 3
12 3.7 8.38 11.16 9.62 16 151 40 3
12 3.77 8.38 11.64 9.64 14 146 35 3
12 999 999 999 999 18 161 45 2
12 3.98 8.97 11.5 11.38 18 158 50 3
11 3.52 8.32 10.73 10.71 11 158 42 2
12 3.72 9.28 11.84 11.26 20 144 30 3
11 3.63 8.12 12.01 11.26 20 150 37 3
12 3.76 8.76 11.5 10.96 22 160 46 3
11 999 999 999 999 18 157 43 3
11 3.78 8.93 999 11.95 18 163 50 3
12 3.53 7.62 10.86 11.28 17 140 32 3
12 3.68 7.39 13.53 11.14 19 135 30 3
11 3.71 8.21 11.24 10.27 17 145 35 3
11 3.63 8.2 11.33 12.1 17 140 35 3
11 3.62 8.24 12.34 10.45 18 140 30 3
11 3.78 8.21 10.89 10.61 18 140 35 3
11 3.94 8.46 11.26 12.42 999 149 36 3
11 3.75 8.51 13.01 11.47 21 148 49 3
12 3.71 8.2 10.52 11.34 17 142 34 3
11 3.78 8.11 11.91 13.04 12 148 42 3
11 3.92 8.48 11.33 13.19 18 134 32 3
11 4 8.43 10.77 10.46 25 165 51 3
11 3.94 8.71 12.01 12.7 16 146 40 3
11 3.79 8.5 14.51 10.83 20 148 39 3
11 3.72 8.89 12.04 999 15 145 39 3
12 4.07 9.61 12.79 14.63 23 150 45 3
11 3.63 8.17 11.64 10.39 18 147 43 3
11 4.09 9.08 10.52 10.58 19 139 34 3
12 3.81 8.97 12.06 12.29 21 160 47 3
11 3.75 8.65 13.1 9.81 20 153 42 3
12 3.78 9.02 11.22 12.25 23 154 49 3
11 3.66 8.41 11.61 11.51 999 155 38 3
12 3.67 8.64 11 12.96 999 140 32 3
12 4.01 9 13.74 14.08 13 140 38 3
12 3.57 8.56 12.81 16.03 23 145 35 3
11 999 999 999 999 21 150 35 3
12 3.76 8.9 11.97 12.18 19 150 44 3
12 3.77 8.94 11.64 10.23 20 156 40 3
11 999 999 999 999 16 145 35 3
11 3.71 8.52 11.83 13.4 999 146 35 3
12 3.6 8.28 13.8 12.6 21 144 34 3
11 3.62 8.78 12.42 12.94 15 138 33 3
11 3.73 8.72 10.28 13.65 18 144 37 3
11 999 999 999 999 17 139 34 3
11 3.6 8.3 10.97 11.61 20 142 35 3
11 3.51 8.65 11.3 13.08 20 155 42 3
12 999 999 999 999 22 154 42 3
12 3.63 8.6 13.1 11.49 19 143 35.5 3
11 3.69 8.42 10.93 11.04 22 147 38 3
11 3.66 8.36 11.74 12.13 22 136 32 3
11 3.72 8.97 13.5 12.05 19 158 43 3
12 3.78 8.51 11.73 16.11 22 143 39 3
12 3.93 8.73 11.36 11.3 17 149 40 3
11 3.98 8.61 11.89 11.43 21 142 38 3
11 3.75 9.14 12.38 11.25 22 136 34 2
11 3.74 999 12.51 10.26 18 153 39 3
11 3.96 9.36 12.78 10.36 14 148 38 3
12 3.44 9.54 12.65 14.05 18 159 42 3
11 3.49 8.22 10.51 10.37 18 166 40 3
12 3.57 8.26 10.98 10.51 15 145 35.4 3
11 3.53 7.76 12.11 10.71 22 153 40 3
11 3.64 8.59 10.6 11.53 20 135 28 3
12 3.62 9.14 11.42 10.29 17 159 42 2
11 3.64 10 10.76 10.76 16 150 33 3
11 3.7 9.2 11.04 11.5 18 155 40 3
12 4.1 9.44 10.69 10.82 20 143 36.5 3
11 999 999 999 999 17 -99 -99 3
12 3.71 8.33 12.81 10.43 20 151 37 3
12 3.56 8.38 10.47 11.35 17 158 44 2
11 4.11 8.86 12.63 11.76 18 152 36 3
11 3.87 8.82 11.25 10.74 12 146 33 2
11 3.51 8.78 11.59 10.82 14 153 36 3
11 999 999 999 999 20 -99 -99 3
11 999 999 999 999 19 -99 -99 3
11 3.8 9.04 11.61 9.76 23 152 37.5 3
11 3.42 8.26 11.75 11.29 18 168 48 3
11 3.88 8.38 11.58 999 22 146 39 3
11 3.78 9.11 11.18 12.8 22 140 30 3
11 3.82 9.23 12.8 12.93 16 160 43.5 3
11 3.94 9.01 13.9 13.74 999 153 40.2 3
11 3.94 9.18 11.57 13.18 16 137 35.5 3
11 3.51 8.41 10.3 10.4 18 148 34.5 2
12 3.88 8.39 11.57 10.64 12 153 35.2 3
11 3.73 8.78 13.28 12.3 20 150 38.8 3
12 3.78 8.34 11.2 12.13 15 154 38 3
12 3.73 8.94 12.07 11.12 23 152 35 3
11 3.38 8.59 10.78 9.72 18 152 49 3
12 3.69 8.82 11.82 11.94 11 163 49 3
11 3.81 9.22 11.94 11.87 999 156 48 3
11 3.94 8.18 12.1 16.72 20 999 99 3
11 3.71 8.41 11.19 9.93 6 150 37 3
12 3.68 7.72 10.71 8.71 10 153 39 3
12 3.6 8.65 11.17 9.47 20 151 43 3
11 4.17 9.38 12.21 12.53 23 132 28 3
12 3.94 9.26 13.14 14.53 19 142 33 3
12 3.79 8.98 11.86 12.81 23 148 42 3
12 3.48 8.53 12.26 11.93 19 145 38 3
11 3.23 8.72 999 999 999 143 32 3
12 3.97 9.01 12.2 11.4 15 145 39 3
11 3.99 8.81 11.79 12.01 25 132 29 3
12 3.63 8.62 11.1 13.07 25 156 35.2 3
11 3.53 8.66 12.38 11.45 18 159 40 3
11 3.97 8.69 13.48 14.39 18 170 60 3
11 3.49 8.29 11.41 11.03 19 141 39 3
11 3.44 8.12 10.71 12.07 14 141 37 3
12 3.48 8.14 10.91 11.43 18 150 35 3
12 3.42 8.51 12.61 14.2 23 150 42 3
12 3.67 9 12.42 10.42 18 150 35 3
11 3.53 8.86 13.4 13.13 19 153 35 3
11 3.41 8.13 10.58 11.48 19 145 33 3
12 3.87 8.96 11.79 16.16 19 160 43 3
12 3.42 8.41 12.9 11.23 10 148 40 3
11 3.63 8.72 11.06 10.48 21 143 32 3
11 3.62 8.79 11.07 9.28 11 150 35 3
11 3.65 8.07 11.39 12.48 10 156 39 3
12 3.82 8.99 15.03 10.2 16 157 43 3
12 3.7 8.6 11.8 11.39 16 149 39 3
11 4.09 9.12 13.17 13.25 23 142 40 3
11 3.91 9.57 12.1 10.37 23 154 47 3
11 3.88 8.86 11.22 10.97 14 157 42 2
11 3.95 9.36 12.1 11.01 24 154 40 3
12 3.73 9.17 11.8 10.38 19 160 46 3
12 3.91 9.22 12.89 11.22 20 155 50 3
11 3.96 9.28 11.64 9.97 17 158 51 3
11 999 999 999 999 15 999 99 3
12 3.68 8.63 12.3 10.7 16 143 32 3
12 3.88 999 14.41 11.22 15 150 40 3
11 3.89 8.78 11.38 9.97 23 150 32 3
11 3.63 999 14.01 10.72 15 150 38 3
11 3.89 999 14.48 12.44 19 138 36 3
11 3.58 9.93 14.71 11.41 18 139 32 3
12 3.76 999 15.1 15.62 22 135 25 3
12 999 999 999 999 23 147 33 3
11 3.73 9.17 13.07 11.18 21 153 39 3
11 3.62 9.04 12.07 10.49 20 144 37 3
11 3.6 7.81 11.92 16.66 19 160 47 3
12 3.81 8.87 11.96 11.89 23 152 38 3
11 3.46 8.16 12.12 18.46 999 157 43 3
12 3.78 8.35 11.18 12.47 17 152 43 3
11 3.56 8.1 13.15 15.11 20 146 40 3
12 999 999 999 999 24 -99 -99 3
11 3.8 8.52 12.36 999 18 152 38 3
11 999 999 999 999 13 -99 -99 3
11 3.79 8.57 11.69 18.49 12 161 43 3
11 3.52 8.17 12.17 999 16 157 45 3
11 3.95 8.32 12.68 15.75 21 145 36 3
11 999 999 999 999 20 -99 -99 3
12 3.75 8.06 10.92 14.09 17 148 34 3
12 3.64 8.23 11.21 13.99 15 144 35 3
12 3.51 8.01 10.74 11.21 24 140 34 3
12 3.69 8.91 12.8 14.41 20 158 60 3
12 3.63 8.56 11.29 11.78 22 153 38 3
12 3.68 8.36 10.68 11.86 20 143 32 3
11 3.76 9.26 11.38 12.35 17 138 35 3
12 3.86 8.57 11.28 11.03 22 162 47 3
12 3.56 7.73 11.87 11.77 19 140 38 3
11 3.83 8.96 11.08 12.08 21 141 36 3
11 3.57 7.97 10.18 13.58 20 154 39 3
11 999 999 999 999 18 -99 -99 3
12 3.82 8.8 11.9 13.76 14 152 36 3
11 3.63 8.36 11.47 13.29 20 154 41 3
11 3.73 9.48 12.3 12.9 22 149 35 3
11 3.57 8.66 11.73 12.3 19 144 31 3
11 3.78 9.21 12.93 10.74 23 156 43 3
11 3.87 9.6 13.42 12.75 999 153 44 3
12 3.78 8.64 12.29 13.76 999 145 44 3
11 3.42 8.34 12.89 14.33 17 145 31 3
12 3.16 8.03 10.81 11.99 15 151 42 3
11 3.62 8.24 13.98 12.19 20 151 39 3
11 3.38 7.76 10.52 9.77 17 147 30 3
12 3.41 8.81 11.91 9.42 18 147 39.5 3
11 4.12 9.31 11.8 12.95 20 157 41.5 3
11 3.7 8.78 12.6 13.11 22 150 38 3
12 3.91 8.7 11.91 10.52 18 140 34 3
12 3.62 8.06 11.18 9.21 7 143 31 3
11 3.89 9.41 12.94 9.59 17 148 43.5 3
11 3.48 8.51 10.33 11 17 153 38 3
12 3.81 8.82 11.31 12.12 21 143 33 3
12 3.68 8.87 11.23 10.55 17 146 38 3
11 3.78 8.51 13.11 11.37 22 146 33.5 3
12 3.68 8.59 12.41 12.52 17 155 38.5 3
12 4.03 8.81 11.82 11.8 22 143 33.5 3
11 3.88 999 12.92 11.65 17 156 48 3
11 3.93 8.44 11.58 12.43 18 147 35.5 3
11 3.97 8.8 12.09 9.56 17 145 33 3
12 3.78 8.57 11.61 11.28 21 152 39 3
12 3.91 8.66 11.23 11.86 22 134 27 3
12 3.88 8.87 12.06 10.81 19 148 37 3
12 4.02 9.5 12.26 11.58 19 150 28.5 3
12 3.94 8.28 12.02 12.39 24 143 32 3
11 3.79 8.47 12.38 15.42 999 151 33 3
11 3.73 8.56 13.89 16.5 19 155 36 3
11 3.78 8.51 12.3 12.61 20 151 33 3
12 3.97 9.55 12.56 12.29 18 162 49 3
11 3.17 8.1 10.97 10.08 13 159 55 3
12 3.78 7.97 12.39 13.21 21 151 41 3
12 3.63 7.68 10.12 9.66 16 142 36 3
11 3.84 8.07 11.02 11.47 17 148 38 3
12 3.78 7.9 12.51 11.94 9 146 35 3
12 3.63 7.97 14.66 11.44 10 150 34 3
11 3.61 7.8 9.72 12.12 18 147 35 3
12 3.84 8.17 10.64 10.72 13 154 45 3
11 3.94 8.32 11.96 12.47 22 140 32 3
11 3.61 7.78 11.8 11.9 22 160 44 3
12 3.74 8.12 11.94 12.53 13 145 33 3
12 3.87 7.91 10.43 11.65 19 142 32 3
11 3.68 8.25 12.71 13.59 11 147 40 3
11 3.62 7.94 12.02 11.12 17 148 38 3
11 3.94 8.28 11.75 11.94 20 139 31.5 2
11 3.96 8.2 999 10.82 16 141 41.6 3
11 3.72 8.13 12.57 13.06 22 147 38.1 3
12 3.78 8.38 11.38 9.64 15 146 34.8 3
12 3.68 8.17 10.18 11.08 23 145 35.2 3
12 3.91 9.06 11.87 16.36 17 155 53.4 3
11 4 8.51 11.31 10.66 19 144 35.9 3
